,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
2283,JHU (Johns Hopkins University),Applied Statistics,Masters,F18,Accepted,E-mail,22 Mar 2018,U,22 Mar 2018,25% tuition wave + partial student health insurance coverage. But already accepted another program. Will decline.,3.98,159.0,170.0,4.5,
2284,NC State (North Carolina State),A.M Statistics,PhD,S18,Wait listed,E-mail,30 Jan 2018,A,22 Mar 2018,To the poster below: I was told that I was in the waitlist around end of January. There were posts of acceptance here around that time.,,,,,
2285,University Of  Waterloo,MMath In Statistics,Masters,F18,Other,Other,22 Mar 2018,U,22 Mar 2018,"To the below poster, I am in exactly the same situation. I asked the admin last week and got the same response. Maybe they haven't sent out the decisions to anyone for this program as the application deadline was extended to 9 Feb",,,,,
2286,University Of Pittsburgh,A.M Statistics,PhD,F18,Accepted,E-mail,3 Mar 2018,I,22 Mar 2018,Declined the offer! Good luck to all.,,,,,
2287,University Of Wisconsin–Madison (UW Madison),Statistics,Masters,F18,Other,E-mail,22 Mar 2018,U,22 Mar 2018,"Does anyone know what's going on with the admission committee? It has been nearly four months, and I've got nothing from them. I sent them an email for inquiry and there's no response. I'm kind of disappointed with their indifference.",,,,,
2288,Waterloo,MMath Statistics,PhD,F18,Other,Other,22 Mar 2018,,22 Mar 2018,Poster below: I'm still waiting for results for MMath Statistics (courserwork option). I haven't been contacted at all by anyone at the Department. I did reach out to the admin. assistant and she said all decisions should be on Quest by April 01. I don't have much hope but I want to see the rejection so I can move on.,,,,,
2289,University Of Waterloo (Canada),MMath Statistics,Masters,F18,Other,Other,22 Mar 2018,U,22 Mar 2018,Who else is waiting for decision on MMath in Statistics (non-thesis Option)? Does anyone have any news when the decisions will start going out?,,,,,
2290,Duke University,Statistics,Masters,F18,Accepted,E-mail,22 Mar 2018,,22 Mar 2018,Really happy to be accepted. My Dream School,,,,,
2291,University Of North Carolina Chapel Hill,Apliied Mathematics And Statistics,Masters,F18,Other,Other,22 Mar 2018,I,22 Mar 2018,what is the chance of admission?,3.4,146.0,166.0,3.0,
2292,Iowa State University,Statistics,PhD,F18,Accepted,E-mail,21 Mar 2018,I,22 Mar 2018,YAY !!!!!!!! Accepted after being in the waitlist. Note that the program is taking half the students due to budget constrains :(,,,,,
2293,McGill,Statistics Msc,Masters,F18,Other,Other,21 Mar 2018,I,21 Mar 2018,Has anyone heard back from McGill Stats?,,,,,
2294,Duke University,A.M Statistics,Masters,F18,Wait listed,E-mail,21 Mar 2018,U,21 Mar 2018,,,,,,
2295,Cambridge  University (UK),MASt Mathematical Statistics Part III Of Tripos,Masters,F18,Rejected,E-mail,21 Mar 2018,I,21 Mar 2018,Applied 4 Jan 2018. Rejected today from portal (status turned to Unsuccessful) and email 1 hour later. BSc Econ 8/10.BSc Maths 9.2/10. Several years of work experience on statistics.,,,,,
2296,Kansas State,A.M Statistics,Masters,F18,Wait listed,E-mail,21 Mar 2018,,21 Mar 2018,"To the poster below: I was told ""later in March"" at around the same time earlier",,,,,
2297,University Of Pittsburgh,Statistics,PhD,F18,Wait listed,E-mail,21 Mar 2018,U,21 Mar 2018,Did anyone have result from Pittsburgh? Have been waiting for so long...,,,,,
2298,Kansas State,A.M Statistics,Masters,F18,Other,E-mail,21 Mar 2018,O,21 Mar 2018,"to the poster below, I was accepted back in January and asked about funding, the program coordinator said they make that decision later in the spring semester. I haven't heard back since.",,,,,
2299,‌Boston University (BU),MA In Statistics,Masters,F18,Accepted,E-mail,21 Mar 2018,U,21 Mar 2018,,,,,,
2300,University Of Chicago,Statistics,PhD,F18,Wait listed,E-mail,21 Mar 2018,U,21 Mar 2018,Any information regarding their waitlist? Please decline the offer asap if you have better offers!,,,,,
2301,"UCSD (University Of California, San Diego)",A.M Statistics,Masters,F18,Accepted,E-mail,20 Mar 2018,I,21 Mar 2018,,,155.0,170.0,3.5,
2302,NCSU (North Carolina State University) (NC State),A.M Statistics,PhD,F18,Other,Other,21 Mar 2018,I,21 Mar 2018,Anyone heard from NCSU?,,,,,
2303,"University Of Michigan, Ann Arbor",A.M Statistics,PhD,F18,Other,Other,21 Mar 2018,O,21 Mar 2018,No. Heard nothing lately from the department. Their visit day was 17th March so hopefully may hear something probably in a week's time,,,,,
2304,"University Of Michigan, Ann Arbor",A.M Statistics,PhD,F18,Other,Other,21 Mar 2018,A,21 Mar 2018,Has anyone on the waitlists heard from this program recently...?,,,,,
2305,UCL (University College London),Computational Statistics And Machine Learning,Masters,F18,Accepted,E-mail,20 Mar 2018,I,20 Mar 2018,I am majoring in BSc computer science and mathematics in UK.,4.0,168.0,157.0,3.5,
2306,‌Boston University (BU),A.M. Statistics,PhD,F18,Other,E-mail,20 Mar 2018,U,20 Mar 2018,"To the poster below, which program you applied to? Pure math or statistics? Thanks!",,,,,
2307,‌Boston University (BU),Mathematics And Statistics,PhD,F18,Accepted,E-mail,20 Mar 2018,A,20 Mar 2018,,,,,,
2308,University Of Waterloo (Canada),MMath Statistics,Masters,F18,Other,Other,20 Mar 2018,U,20 Mar 2018,Are they also holding interviews for applicants who applied to the non-thesis (coursework) option?,,,,,
2309,Loyola Chicago,Applied Statistics,Masters,F18,Other,Other,20 Mar 2018,A,20 Mar 2018,"Has anyone in any program heard anything about funding? And if so, did you hear from an email or a letter or phone call? Thanks Guys!",,,,,
2310,University Of Ottawa,Mathematics And Statistics,Masters,F18,Accepted,E-mail,20 Mar 2018,O,20 Mar 2018,,,,,,
2311,San Diego State (SDSU),Statistics,Masters,F18,Accepted,E-mail,17 Mar 2018,A,20 Mar 2018,Will likely decline offer.,3.1,164.0,155.0,3.5,
2312,University Of British Columbia (UBC),Statistics,PhD,F18,Rejected,E-mail,19 Mar 2018,O,19 Mar 2018,,,,,,
2313,Columbia Uniersity,A.M Statistics,Masters,F18,Accepted,E-mail,19 Mar 2018,U,19 Mar 2018,Reviewed by the committee for masters after a PhD rejection,3.5,167.0,150.0,3.5,
2314,Columbia University,A.M Statistics,Masters,F18,Accepted,E-mail,19 Mar 2018,U,19 Mar 2018,E-mail to check website. Deferred application from PhD,,,,,
2315,The University Of Cambridge (UK),MASt Mathematical Statistics Part III Of Tripos,Masters,F18,Rejected,Website,19 Mar 2018,I,19 Mar 2018,I submitted my application in September. Got rejected today. I got more than average score of 94% and ranked overall 1.3% at School of Mathematics in University of Manchester in UK. Just cannot believe this result after this extremely long and stupid wait and I cannot accept it absolutely for a long long time. Soooooooo sad!,,,,,
2316,The University Of Massachusetts Amherst,Mathematics And Statistics,Masters,F18,Wait listed,E-mail,14 Mar 2018,,18 Mar 2018,,,,,,
2317,UCLA,A.M Statistics,Masters,F18,Other,Other,18 Mar 2018,O,18 Mar 2018,anyone hear back from the ucla ms statistics program? havent received neither admission or rejection so far. hope that is not a bad sign ...,,,,,
2318,Colorado State University - Fort Collins,A.M Statistics,PhD,F18,Other,Other,18 Mar 2018,I,18 Mar 2018,"Haven't heard anything from them yet..Tried to contact the department chair, didn't even receive any reply.. Getting anxious! Is this a sign of getting rejected?
",,,,,
2319,University Of Edinburgh,Statistics With Data Science,Masters,F18,Accepted,E-mail,12 Mar 2018,I,17 Mar 2018,Unconditional Offer. Received email to check decision on portal.,,,,,
2320,(University Of California Davis,A.M Statistics,PhD,F18,Accepted,E-mail,16 Mar 2018,I,17 Mar 2018,Research experience at Davis,,,,,
2321,JHU (Johns Hopkins),AMS(Applied Mathematics & Statistics),PhD,F18,Accepted,E-mail,16 Mar 2018,U,16 Mar 2018,,3.6,0.0,0.0,0.0,860.0
2322,UC Berkeley,Statistics,Masters,F18,Accepted,E-mail,16 Mar 2018,A,16 Mar 2018,Recommended for admission by the department.,,,,,
2323,JHU (Johns Hopkins University),Applied Mathematics And Statistics,PhD,F18,Accepted,E-mail,16 Mar 2018,A,16 Mar 2018,,,,,,
2324,"The University Of Nevada, Reno",Statistics And Data Science,PhD,F18,Accepted,E-mail,16 Mar 2018,A,16 Mar 2018,Accepted with GTA offer,,,,,
2325,Simon Fraser  University,Statistics,PhD,F18,Other,Other,16 Mar 2018,U,16 Mar 2018,Still waiting for a decision !!!!,,,,,
2326,The University Of Missouri Columbia (Mizzou),Statistics,Masters,F18,Accepted,E-mail,12 Mar 2018,I,16 Mar 2018,Applied to PhD program but they admitted me to MA because of a shortage of funding. Will decline,,,,,
2327,UC Berkeley,A.M Statistics,Masters,F18,Accepted,E-mail,16 Mar 2018,I,16 Mar 2018,Received an email from the program coordinator. Formal offer of admission to follow shortly.,,159.0,167.0,5.0,
2328,University Of Western Ontario (Western University),Statistics,Masters,F18,Other,E-mail,16 Mar 2018,O,16 Mar 2018,They said that they can't guarantee admission process to be end until late April/early May. Really frustrating to wait.,,,,,
2329,The University Of Waterloo,Statistics,Masters,F18,Accepted,E-mail,15 Mar 2018,U,16 Mar 2018,With the 25k support for the first year.,,,,,
2330,Northwestern University,Statistics,PhD,F18,Other,Other,16 Mar 2018,I,16 Mar 2018,"To the poster below, www.applyweb.com/nugrad/index.ftl, I used this one.",,,,,
2331,Northwestern University,Statistics,PhD,F18,Other,Other,16 Mar 2018,I,16 Mar 2018,"To the poster below, https://www.applyweb.com/nugrad/index.ftl, I used this one.",,,,,
2332,ีUniversity Of Maryland - College Park (UMD),AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,F18,Accepted,E-mail,15 Mar 2018,,15 Mar 2018,,,,,,
2333,Northwestern Uniersity,A.M. Statistics,PhD,F18,Other,Other,15 Mar 2018,I,15 Mar 2018,"To the poster below of Northwestern, could you share the info which website did you use to check the status?",,,,,
2334,University Of  Waterloo,A.M Statistics,Masters,F18,Other,Other,15 Mar 2018,U,15 Mar 2018,Has anyone heard back on their application to the MMath in Statistics (Coursework Option) Program yet?,,,,,
2335,Northwestern University,Statistics,PhD,F18,Rejected,E-mail,15 Mar 2018,I,15 Mar 2018,"Email to check the website, sigh.",,,,,
2336,Duke University,A.M Statistics,Masters,F18,Wait listed,Website,14 Mar 2018,U,15 Mar 2018,,,,,,
2337,‌Boston University,Mathematics & Statistics,PhD,F18,Accepted,E-mail,23 Feb 2018,I,14 Mar 2018,Name of the department is Mathematics & Statistics but I applied for Pure Mathematics Ph.D. and I am mostly interested in geometry more specifically mirror symmetry.,3.9,166.0,139.0,3.5,840.0
2338,Colorado State University (CSU),Statistics,PhD,F18,Rejected,E-mail,14 Mar 2018,A,14 Mar 2018,,,,,,
2339,"(University Of California, Los Angeles (UCLA)",Statistics,Masters,F18,Rejected,E-mail,14 Mar 2018,U,14 Mar 2018,sigh...,,,,,
2340,UCLA,Statistics,PhD,F18,Rejected,E-mail,14 Mar 2018,U,14 Mar 2018,Email to check website,,,,,
2341,JHU (Johns Hopkins University),AMS-statistics Track,Masters,F18,Accepted,E-mail,14 Mar 2018,I,14 Mar 2018,Delighted!,,,,,
2342,Yale  University,A.M Statistics,Masters,F18,Rejected,E-mail,14 Feb 2018,U,14 Mar 2018,,3.73,156.0,170.0,4.5,
2343,Florida State Univeristy (FSU),A.M Statistics,Masters,F18,Accepted,E-mail,13 Mar 2018,I,13 Mar 2018,Finally! I got an offer!,,,,,
2344,Ohio State (OSU),A.M Statistics,PhD,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,Offered to join Masters program without financial support. Terrible news.,,,,,
2345,"(University Of California, Los Angeles (UCLA)",A.M Statistics,Masters,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,,,,,,
2346,"UCSD (University Of California, San Diego)",A.M Statistics,Masters,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,,,,,,
2347,"""University Of Washington (Seattle)",A.M Statistics,Masters,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,,,,,,
2348,Ucla,A.M Statistics,Masters,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,,,,,,
2349,"University Of California, Los Angeles UCLA",Statistics,PhD,F18,Rejected,E-mail,12 Mar 2018,A,13 Mar 2018,Email to check website. Not that disappointed. (4 accepts; 4 rejects),3.76,155.0,168.0,5.0,
2350,Johns Hopkins University (JHU),Applied Mathematics And Statistics(AMS),PhD,F18,Other,Other,13 Mar 2018,U,13 Mar 2018,For the post below: I am a master student of JHU AMS and my advisor told me that our department will send out Ph.D. offers in this week. So just be patient. Good luck!,,,,,
2351,Illinois State University,Statistics,Masters,F18,Accepted,E-mail,13 Mar 2018,I,13 Mar 2018,Didn't receive an official email from the graduate director.,,,,,
2352,"(University Of California, Los Angeles (UCLA)",A.M Statistics,Masters,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,,,,,,
2353,UCLA,A.M Statistics,PhD,F18,Rejected,E-mail,13 Mar 2018,U,13 Mar 2018,Email to check website at 3AM....,,,,,
2354,UCLA,Statistics MS,Masters,F18,Rejected,E-mail,13 Mar 2018,I,13 Mar 2018,Email me to check the website. Not a single acceptance so far..,,,,,
2355,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F18,Rejected,E-mail,13 Mar 2018,A,13 Mar 2018,,,,,,
2356,Illinois State Univerrsity,Applied  Statistics,Masters,F18,Accepted,E-mail,12 Mar 2018,U,13 Mar 2018,,,,,,
2357,University Of Texas At Dallas,Statistics,Masters,F18,Accepted,E-mail,13 Mar 2018,A,13 Mar 2018,,,,,,
2358,The University Of Connecticut (UCONN),A.M Statistics,PhD,F18,Accepted,E-mail,12 Mar 2018,U,12 Mar 2018,I completed my application two weeks after the deadline. Extremely grateful.,,,,,
2359,John Hopkins,Applied Matheamtics And Statistics,PhD,F18,Other,Other,12 Mar 2018,U,12 Mar 2018,"I did not received any email from this program.. Now, it's already mid Mar..  Has anyone heard from this program?  Thanks much!",,,,,
2360,Colorado State University (CSU),Statistics,PhD,F18,Rejected,Website,12 Mar 2018,A,12 Mar 2018,,3.7,170.0,162.0,4.5,
2361,Florida State Univeristy (FSU),Statistics,PhD,F18,Accepted,E-mail,11 Mar 2018,I,12 Mar 2018,,,,,,
2362,"Ohio State University (OSU), Columbus",A.M Statistics,PhD,F18,Accepted,E-mail,2 Mar 2018,I,11 Mar 2018,Very likely to accept the offer.,,,,,
2363,University Of Waterloo (Canada),Statistics,PhD,F18,Other,Other,10 Mar 2018,O,10 Mar 2018,"To the inquiry: Yes, there was an interview.
Also, one of my colleagues also got an offer from UWaterloo and he had been interviewed as well.",,,,,
2364,University Of Waterloo,Statistics,PhD,F18,Other,Other,10 Mar 2018,O,10 Mar 2018,"To the poster below, have u been interviewed ?",,,,,
2365,"University Of Delaware, Newark",Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,I,10 Mar 2018,Had admission offer without any pronouncement of assistantship. Still hoping to hear from them with regards to the Graduate Assistantship,,,,,
2366,New York University (NYU Steinhardt),Applied  Statistics,Masters,S18,Accepted,E-mail,10 Mar 2018,U,10 Mar 2018,,,,,,
2367,The University Of Missouri Columbia,Statistics,PhD,F18,Rejected,E-mail,9 Mar 2018,A,10 Mar 2018,,,,,,
2368,University Of Waterloo (Canada),Statistics,PhD,F18,Accepted,E-mail,5 Mar 2018,O,10 Mar 2018,,,,,,
2369,Colorado State University,Statistics,PhD,F18,Rejected,E-mail,9 Mar 2018,A,9 Mar 2018,,,0.0,163.0,0.0,
2370,Colorado State University,A.M Statistics,PhD,F18,Rejected,E-mail,9 Mar 2018,A,9 Mar 2018,,,,,,
2371,"""University Of Washington (Seattle)",A.M Statistics,Masters,F18,Rejected,E-mail,9 Mar 2018,U,9 Mar 2018,Sad :(,,,,,
2372,Colorado State University,Statistics,Masters,F18,Rejected,E-mail,9 Mar 2018,A,9 Mar 2018,Went here as an undergraduate,,,,,
2373,(Arizona State University) ASU,A.M Statistics,PhD,F18,Accepted,E-mail,9 Mar 2018,I,9 Mar 2018,No word on funding.,,163.0,168.0,0.0,79.0
2374,University Of New Mexico (UNM),Statistics,PhD,F18,Accepted,E-mail,9 Mar 2018,A,9 Mar 2018,"Dear Applicant,... accepted without teaching assistantship. Will decline.",,,,,
2375,The University Of New Mexico (UNM),A.M Statistics,PhD,F18,Rejected,E-mail,9 Mar 2018,A,9 Mar 2018,i wish i could put the upside down smiley face 0a/2r/0w/4pending,,,,,
2376,McMaster,A.M Statistics,Masters,F18,Accepted,E-mail,9 Mar 2018,O,9 Mar 2018,Undergrad from Waterloo,,,,,
2377,University Of British Columbia (UBC,A.M Statistics,Masters,F18,Rejected,E-mail,9 Mar 2018,O,9 Mar 2018,"Undergrad from Wateloo, decent marks, didn't expect to get in, got an offer from another university :)",,,,,
2378,University Of British Columbia,A.M Statistics,Masters,F18,Other,Other,9 Mar 2018,O,9 Mar 2018,"To the post below, when did you submit your application? Many thanks!",,,,,
2379,University Of British Columbia (UBC),Statistics,Masters,F18,Rejected,E-mail,9 Mar 2018,I,9 Mar 2018,,,,,,
2380,University Of British Columbia (UBC),Statistics,Masters,F18,Rejected,E-mail,8 Mar 2018,O,9 Mar 2018,"Canadian with 3.68/4.33 GPA, no research, 3 co-op work terms (actuarial) and half a year of work experience post grad. Disappointed but wasn't really expecting to get in with my stats.",,,,,
2381,"University Of Michigan, Ann Arbor",A.M Statistics,PhD,F18,Wait listed,Other,8 Mar 2018,O,8 Mar 2018,To the post below: thanks for the information! Good luck to all the waitlists.,,,,,
2382,University Of Michigan,A.M Statistics,PhD,F18,Accepted,Other,8 Mar 2018,O,8 Mar 2018,FYI: the visit day would be in next week; those waitlisted might expect to hear from the department after that. Best luck to all of us!,,,,,
2383,(Arizona State University) ASU Tempe,Statistics,PhD,F18,Accepted,E-mail,15 Jan 2018,I,8 Mar 2018,no talk of funding though,,,,,
2384,Florida State State,A.M Statistics,PhD,F18,Accepted,E-mail,8 Mar 2018,U,8 Mar 2018,Finally someone wants me. So grateful.,,,,,
2385,Florida State Univeristy (FSU),Statistics,PhD,F18,Accepted,E-mail,8 Mar 2018,U,8 Mar 2018,"tuition waiver up to 9 credit hours per semester, assistantship minimum 15k for the first year",,,,,
2386,University Of Minnesota - Twin Cities (UMN),MS Statistics,Masters,F18,Rejected,E-mail,8 Mar 2018,I,8 Mar 2018,"Unfortunate, there department is great. I'll definitely apply for PhD.",,,,,
2387,"The University Of California, Santa Cruz (UCSC)",Statistics And Applied Math,PhD,F18,Accepted,E-mail,7 Mar 2018,A,8 Mar 2018,Stipend of ~23k with full tuition waiver and some relocation allowance.,3.44,154.0,169.0,4.5,
2388,University Of Michigan,Statistics,PhD,F18,Wait listed,E-mail,8 Mar 2018,I,8 Mar 2018,Emailed to ask the application status and got the reply that I am currently on the waitlist. Please decline the offer if you are not interested in this program. I really need this offer. Thanks a lot!,3.6,169.0,153.0,4.0,
2389,‌Boston University,A.M Statistics,PhD,F18,Accepted,E-mail,7 Mar 2018,U,8 Mar 2018,,,,,,
2390,University Of Virginia,Statistics,Masters,F18,Accepted,E-mail,8 Mar 2018,U,8 Mar 2018,double major in Stat and Econ(undergraduate),3.54,164.0,143.0,3.0,
2391,Florida State (FSU),Statistics,PhD,F18,Accepted,E-mail,7 Mar 2018,A,8 Mar 2018,Assistantship offer of $15k over 9 months.  Likely to decline soon.  - Bayesian1701,3.81,160.0,167.0,4.0,
2392,George Washingon University (GWU),Statistics,PhD,F18,Rejected,Website,6 Mar 2018,U,7 Mar 2018,,,,,,
2393,Columbia University,A.M Statistics,Masters,F18,Accepted,E-mail,7 Mar 2018,U,7 Mar 2018,My first offer! So grateful. I submitted my application less than two weeks ago!,3.81,158.0,168.0,0.0,
2394,Indiana  University (Bloomington),A.M Statistics,PhD,F18,Rejected,E-mail,7 Mar 2018,A,7 Mar 2018,Couldn't care less. Got accepted into Purdue.,,,,,
2395,"The University Of California, Santa Cruz (UCSC)",Applied Math And Statistics (AMS),Masters,F18,Accepted,E-mail,7 Mar 2018,U,7 Mar 2018,"To the poster below: Hi, I also initially applied to the PhD program, but got offered to the MS program. What do you mean by ""a transition to the PhD program""? is it a kind of chance to change your program to PhD while attending the school for a year?  Thanks!",,,,,
2396,"The University Of California, Santa Cruz (UCSC)",Statistics And Applied Mathematics,Masters,F18,Accepted,E-mail,7 Mar 2018,A,7 Mar 2018,Initially applied for a PhD but they accepted me to the Masters program for a 1 year transition to the PhD program :),3.65,163.0,169.0,4.0,
2397,Colorado State University,Statistics,PhD,F18,Other,E-mail,7 Mar 2018,A,7 Mar 2018,"For those waiting for CSU, I was accepted back in January and went to their visit day this past Monday. They gave us until March 12th to make a decision. I would imagine they will start sending out more results after this date, when those of us accepted begin to make decisions. Best of luck to everyone!",,,,,
2398,University Of Michigan,Statistics,PhD,F18,Rejected,E-mail,7 Mar 2018,A,7 Mar 2018,"Sat on the waitlist until receiving this notification this morning. Already have offers I'm happy about, luckily :) ... MS in Stat w/4.00 (4 accept; 3 reject; 1 waiting).",3.76,155.0,168.0,5.0,
2399,UCSD,Applied Math And Statistics,Masters,F18,Rejected,E-mail,7 Mar 2018,A,7 Mar 2018,These early rejections were most likely filtered by GRE scorers,,163.0,169.0,4.0,
2400,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Wait listed,E-mail,7 Mar 2018,U,7 Mar 2018,I emailed the department and was told that I am on the waitlist... Please decline offers if you decide not to go. Thank you sooo much!!,,,,,
2401,"UCSD (University Of California, San Diego)",Statistics,Masters,F18,Rejected,E-mail,7 Mar 2018,U,7 Mar 2018,,,,,,
2402,Iowa State University (ISU),Statistics,PhD,F18,Wait listed,Other,7 Mar 2018,I,7 Mar 2018,I'm on the waitlist. Does anyone here expect to withdraw soon?,,,,,
2403,(University Of Virginia) UVA,A.M. Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,7 Mar 2018,,,,,,
2404,ีUniversity Of Maryland - College Park,"Measurement, Statistics & Evaluation",PhD,F18,Accepted,E-mail,23 Feb 2018,I,7 Mar 2018,Fellowship & graduate assistantship,3.49,159.0,170.0,3.5,
2405,"University Of Michigan, Ann Arbor (Umich)",Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,7 Mar 2018,,,,,,
2406,The Ohio Sate University,A.M Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,7 Mar 2018,,,,,,
2407,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Other,Other,7 Mar 2018,O,7 Mar 2018,I haven't heard back from the program yet and I feel very anxious as well...  I also submitted my application on Feb.1st.,,,,,
2408,University Of Texas Austin (UT Austin),Statistics,PhD,F18,Rejected,Other,6 Mar 2018,I,6 Mar 2018,"Checked the status in MyStatus: ""Denied"". Also, ""This is your official notification. A letter will not be mailed to you."" Thank guys here for suggesting I should check the website.",,,,,
2409,McGill Univerisity,Mathematics And Statistics,Masters,F18,Other,Other,6 Mar 2018,O,6 Mar 2018,"To the poster below, is that for Math or Stats?",,,,,
2410,University Of Texas At Austin,Statistics,PhD,F18,Rejected,Postal Service,6 Mar 2018,I,6 Mar 2018,Expected,,,,,
2411,Carnegie Mellon Univeristy (CMU),MSP Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,6 Mar 2018,"other gre was 158/166/5 for v/q/w.

Rejected from like 12 economics programs but I get this! fu** yeah! God damn, I was getting depressed because I had only one other offer from CMU in an online program at Tepper, but oh well now! 

3 years in undergrad. 2.5 years of research experience, in McNair Sholars, a NSF funded program at my university which is ranked like 200th in the USA. I had an REU at CMU in computation financial mathematics. Did a paper, not published but close to it. 

God damn I'm stoked. Offer includes  ""TA or grader, for approximately
10 hours per week. For this work, you would be paid roughly $610 semi-monthly ($1221 per month), contingent on continuing satisfactory job performance, up to a total of $10,989 over the course of both semesters."" A 1500 tuition reimbursement if in good standing after the second semester. Email was from Seltman

",3.81,165.0,161.0,5.0,
2412,"McGill University (Montreal, Canada)",Mathematics And Statistics,Masters,F18,Accepted,E-mail,27 Feb 2018,,6 Mar 2018,,,,,,
2413,University Of Texas At Austin,A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,A,6 Mar 2018,,,,,,
2414,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,6 Mar 2018,Passed 4 actuarial exams,3.44,169.0,152.0,3.5,
2415,"University Of Michigan, Ann Arbor (Umich)",Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,U,6 Mar 2018,application submitted on 2/1,,,,,
2416,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,,6 Mar 2018,,,,,,
2417,Columbia University,A.M Statistics,PhD,F18,Rejected,Website,2 Mar 2018,A,6 Mar 2018,B.S. Mathematical Economics magna cu* laude from state school.  Experience in quantitative modelling in asset management.,3.8,166.0,166.0,0.0,
2418,University Of Texas At Austin (UT Austin),Statistics,PhD,F18,Rejected,Website,6 Mar 2018,U,6 Mar 2018,"to all the friends here who posted regarding UT Austin, thank you for saving me from wondering :) :(",,,,,
2419,University Of Texas At Austin (UT Austin),A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,I,6 Mar 2018,Another reject.,,,,,
2420,Virginia Polytechnic And State University (Virginia Tech),Statistics,PhD,F18,Accepted,E-mail,28 Feb 2018,A,6 Mar 2018,,3.96,158.0,167.0,5.0,
2421,Columbia University,Statistics,PhD,F18,Wait listed,E-mail,6 Mar 2018,A,6 Mar 2018,"If you choose not to go, please please decline your offer as soon as possible. Thank you!",3.99,166.0,167.0,5.0,
2422,Columbia Uniersity,A.M Statistics,Masters,F18,Rejected,Website,6 Mar 2018,U,6 Mar 2018,told me that they will consider me for that stupid hybrid program. Applied mid feb,3.6,161.0,170.0,4.0,
2423,University Of Texas At Austin (UT Austin),A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,,6 Mar 2018,"No email, just checked portal.",3.85,155.0,169.0,4.0,
2424,University Of Texas At Austin,A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,U,6 Mar 2018,,,,,,
2425,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,U,6 Mar 2018,,3.98,159.0,170.0,4.5,
2426,University Of Texas At Austin,A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,A,6 Mar 2018,feels so good to finally be notified,,,,,
2427,University Of Texas At Austin (UT Austin),Statistics,PhD,F18,Rejected,Website,6 Mar 2018,A,6 Mar 2018,"No email notice, checked the portal and saw decision",3.4,159.0,160.0,4.5,
2428,"University Of Michigan, Ann Arbor",Master Of Applied Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,U,6 Mar 2018,,,,,,
2429,University Of Texas At Austin (UT Austin),A.M Statistics,PhD,F18,Rejected,Website,6 Mar 2018,U,6 Mar 2018,,,,,,
2430,"University Of Michigan, Ann Arbor",Statistics,Masters,F18,Other,Other,6 Mar 2018,A,6 Mar 2018,"To posters below, when did you apply to Michigan? Getting VERY anxious...",,,,,
2431,Michigan Ann Arbor,A.M Statistics,Masters,F18,Accepted,E-mail,6 Mar 2018,A,6 Mar 2018,"First offer, very grateful!!",3.9,160.0,164.0,4.0,
2432,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F18,Accepted,E-mail,5 Mar 2018,I,6 Mar 2018,My undergraduate degree is in Economics with a minor in Finance. I have taken only three statistics courses.,3.83,159.0,170.0,4.5,
2433,UC Riverside,Applied  Statistics,PhD,F18,Accepted,E-mail,17 Feb 2018,A,6 Mar 2018,"I declined the offer. If you were waiting, congratulations!",3.47,76.0,83.0,4.5,
2434,The University Of Massachusetts Amherst (UMass),A.M Statistics,PhD,F18,Accepted,E-mail,23 Feb 2018,I,6 Mar 2018,"1 pulication as a first author, 1 pulication as a second author,",3.51,150.0,170.0,3.5,
